filename,path,file_id,frequency,start_date,end_date,variable,variable_long_name,variable_standard_name,variable_cell_methods,variable_units,realm
20010901.ocean_daily_2001_281.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_281.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-08, 00:00:00","2001-10-09, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_282.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_282.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-09, 00:00:00","2001-10-10, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_283.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_283.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-10, 00:00:00","2001-10-11, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_284.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_284.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-11, 00:00:00","2001-10-12, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_285.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_285.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-12, 00:00:00","2001-10-13, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_286.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_286.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-13, 00:00:00","2001-10-14, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_287.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_287.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-14, 00:00:00","2001-10-15, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_288.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_288.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-15, 00:00:00","2001-10-16, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_289.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_289.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-16, 00:00:00","2001-10-17, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_290.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_290.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-17, 00:00:00","2001-10-18, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_291.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_291.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-18, 00:00:00","2001-10-19, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_292.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_292.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-19, 00:00:00","2001-10-20, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_293.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_293.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-20, 00:00:00","2001-10-21, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_294.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_294.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-21, 00:00:00","2001-10-22, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_295.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_295.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-22, 00:00:00","2001-10-23, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_296.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_296.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-23, 00:00:00","2001-10-24, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_297.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_297.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-24, 00:00:00","2001-10-25, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_298.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_298.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-25, 00:00:00","2001-10-26, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_299.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_299.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-26, 00:00:00","2001-10-27, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_300.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_300.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-27, 00:00:00","2001-10-28, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_301.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_301.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-28, 00:00:00","2001-10-29, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_302.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_302.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-29, 00:00:00","2001-10-30, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_303.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_303.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-30, 00:00:00","2001-10-31, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_2001_304.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_2001_304.nc,ocean.1day.nv:2.xh:3600.yh:845,1day,"2001-10-31, 00:00:00","2001-11-01, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'mlotst', 'nv', 'time', 'time_bnds', 'xh', 'yh', 'zos']","['Length of average period', 'Start time for average period', 'End time for average period', 'Ocean Mixed Layer Thickness Defined by Sigma T', 'vertex number', 'time', 'time axis boundaries', 'h point nominal longitude', 'h point nominal latitude', 'Sea surface height above geoid']","['', '', '', 'ocean_mixed_layer_thickness_defined_by_sigma_t', '', '', '', '', '', 'sea_surface_height_above_geoid']","['', '', '', 'area:mean yh:mean xh:mean time: mean', '', '', '', '', '', 'area:mean yh:mean xh:mean time: mean']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', 'm', '', 'days since 1991-01-01 00:00:00', 'days', 'degrees_east', 'degrees_north', 'm']",ocean
20010901.ocean_daily_z_2001_244.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_z_2001_244.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-09-01, 00:00:00","2001-09-02, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
20010901.ocean_daily_z_2001_245.nc,/g/data/ik11/outputs/mom6-panan/panan-01-zstar-2001rerun/output005/20010901.ocean_daily_z_2001_245.nc,ocean.1day.nv:2.xh:3600.xq:3601.yh:845.yq:846.z_l_sub01:1,1day,"2001-09-02, 00:00:00","2001-09-03, 00:00:00","['average_DT', 'average_T1', 'average_T2', 'nv', 'time', 'time_bnds', 'uo', 'vo', 'xh', 'xq', 'yh', 'yq', 'z_l_sub01']","['Length of average period', 'Start time for average period', 'End time for average period', 'vertex number', 'time', 'time axis boundaries', 'Sea Water X Velocity', 'Sea Water Y Velocity', 'h point nominal longitude', 'q point nominal longitude', 'h point nominal latitude', 'q point nominal latitude', 'Depth at cell center']","['', '', '', '', '', '', 'sea_water_x_velocity', 'sea_water_y_velocity', '', '', '', '', '']","['', '', '', '', '', '', 'z_l:mean yh:mean xq:point time: mean', 'z_l:mean yq:point xh:mean time: mean', '', '', '', '', '']","['days', 'days since 1991-01-01 00:00:00', 'days since 1991-01-01 00:00:00', '', 'days since 1991-01-01 00:00:00', 'days', 'm s-1', 'm s-1', 'degrees_east', 'degrees_east', 'degrees_north', 'degrees_north', 'meters']",ocean
